lemma	docs	occurrences
целенаправленный	1093.0	1519.0
пригодиться	3038.0	5202.0
корень	7787.0	21469.0
лагерник	109.0	365.0
переиграть	442.0	556.0
незавершенный	412.0	553.0
плеер	133.0	249.0
крестик	1162.0	2231.0
обновляться	677.0	754.0
заслушаться	354.0	437.0
наглядно	2029.0	3008.0
турфирма	107.0	219.0
батарейка	489.0	856.0
засомневаться	390.0	520.0
опохмеляться	143.0	172.0
вылететь	3010.0	6053.0
одичать	738.0	1029.0
предъявлять	2669.0	3746.0
оборудование	5438.0	13735.0
обращать	8325.0	19825.0
несусветный	425.0	594.0
противовоспалительный	117.0	178.0
настраиваться	427.0	512.0
ориентировать	2164.0	3639.0
восполнить	707.0	811.0
видать	6440.0	25552.0
противотанковый	381.0	2408.0
повеселиться	616.0	782.0
обустройство	567.0	743.0
привлекать	6484.0	10958.0
паровоз	1876.0	5471.0
заваливаться	398.0	484.0
притормозить	542.0	788.0
сноубордический	4.0	6.0
фронтовой	1017.0	2694.0
велосипедист	500.0	863.0
мегафон	272.0	583.0
подвижной	2474.0	4608.0
навель	488.0	563.0
кадмиевый	35.0	97.0
арап	423.0	1108.0
гнуться	1066.0	1428.0
переоборудовать	326.0	396.0
подкладка	1276.0	1870.0
сальный	898.0	1524.0
основать	8182.0	17693.0
искушать	619.0	896.0
тройняшка	13.0	13.0
отбежать	568.0	751.0
разгул	1022.0	1435.0
феодальный	757.0	1983.0
истерик	1687.0	3105.0
мэтр	566.0	1193.0
здоровяк	292.0	425.0
доносительство	101.0	136.0
походка	2807.0	5993.0
повязывать	272.0	320.0
буддизм	474.0	1450.0
обет	1000.0	1931.0
следопыт	310.0	549.0
падение	6611.0	15045.0
взбежать	623.0	819.0
радикальный	3108.0	5812.0
неврастеник	283.0	381.0
сероглазый	231.0	306.0
заученный	719.0	904.0
изделие	4395.0	10532.0
подстрекать	519.0	701.0
асфальтировать	275.0	312.0
угореть	257.0	352.0
бармен	276.0	820.0
полчаса	5286.0	14014.0
кимоно	186.0	511.0
твердо	6432.0	16623.0
заключенный	5840.0	16245.0
прибавка	1260.0	2137.0
перевернуться	1661.0	2600.0
пряный	782.0	1125.0
благочестивый	1430.0	3723.0
сердито	2751.0	8541.0
блюз	184.0	418.0
травяной	629.0	963.0
вселить	587.0	759.0
революция	9008.0	51063.0
закончить	9619.0	24293.0
паукообразный	41.0	65.0
перебиваться	557.0	689.0
уломать	316.0	396.0
адсорбировать	90.0	220.0
подмен	659.0	981.0
обученный	715.0	938.0
бакал	17.0	28.0
боекомплект	149.0	276.0
святейший	1195.0	4431.0
прогревать	170.0	200.0
безобразничать	325.0	415.0
беззлобный	477.0	643.0
паршивец	157.0	181.0
балаган	871.0	2316.0
бедолага	510.0	716.0
гнездышко	392.0	594.0
выпереть	257.0	340.0
расстраивать	839.0	1056.0
пропитаться	417.0	486.0
седовласый	429.0	579.0
зазвать	402.0	524.0
экспедиционный	466.0	999.0
великовозрастный	203.0	265.0
долговой	598.0	999.0
миноносец	741.0	2700.0
лязгать	410.0	540.0
достичь	290.0	507.0
знаменательный	1743.0	2536.0
фотонный	45.0	171.0
былой	3335.0	6381.0
архитектор	2768.0	7306.0
хек	48.0	84.0
расковать	340.0	421.0
затейник	270.0	376.0
саперный	470.0	1156.0
обвиснуть	539.0	784.0
Токио	1107.0	2812.0
фронтовик	675.0	1494.0
связывать	5269.0	9320.0
треугольный	912.0	1676.0
половичок	172.0	226.0
отрок	825.0	2497.0
жрать	1668.0	3621.0
сингапур	417.0	1142.0
встрепать	279.0	383.0
последователь	2092.0	3800.0
влюбленный	4058.0	11987.0
уберечься	403.0	462.0
полочка	913.0	1350.0
дурить	828.0	1281.0
принять	32507.0	133752.0
маловатый	20.0	21.0
спартаковский	73.0	111.0
замести	1640.0	2253.0
обнюхать	330.0	413.0
небоскреб	662.0	1360.0
масон	430.0	1839.0
баварский	472.0	819.0
топливо	3020.0	7531.0
васин	186.0	905.0
натаскать	670.0	875.0
возлагаться	914.0	1368.0
заиграть	1933.0	3433.0
клюка	273.0	506.0
напутствие	583.0	743.0
устранить	2960.0	5016.0
половица	720.0	1223.0
выкрутиться	386.0	501.0
суслик	316.0	820.0
отрегулировать	356.0	410.0
вороватый	579.0	797.0
топотать	323.0	427.0
инстинктивный	1826.0	3770.0
млекопитающее	661.0	1507.0
вместо	16832.0	57787.0
сплюнуть	897.0	1600.0
инакомыслие	178.0	262.0
расплавить	906.0	1340.0
холодеть	870.0	1169.0
стрястись	727.0	1139.0
расквасить	156.0	178.0
глория	71.0	274.0
гвоздь	3375.0	7664.0
девятнадцать	1338.0	2009.0
неблаговидный	401.0	483.0
покрутить	884.0	1383.0
гитара	1946.0	5136.0
бяшка	9.0	78.0
деградация	664.0	1100.0
разрываться	1300.0	1798.0
магнат	556.0	1070.0
перескакивать	685.0	815.0
выливать	662.0	808.0
простынка	113.0	153.0
повозиться	532.0	622.0
борозда	803.0	1654.0
противогазный	30.0	42.0
дотащить	382.0	458.0
пожурить	360.0	448.0
многообразный	1163.0	1774.0
лесозаготовка	196.0	444.0
величаво	552.0	756.0
нарасхват	453.0	501.0
шпора	939.0	2227.0
кондуктор	1049.0	2672.0
музейный	1132.0	2000.0
вооружить	6744.0	18395.0
загадочно	1256.0	1835.0
саксаул	103.0	312.0
качаться	2623.0	5694.0
вовлекать	641.0	780.0
вскопать	173.0	210.0
прорубить	773.0	1154.0
окова	879.0	1363.0
воззвание	1423.0	3071.0
сражение	3727.0	11456.0
вывод	10734.0	27067.0
загнутый	720.0	1072.0
нечесаный	429.0	531.0
просчитать	549.0	714.0
рог	3196.0	8984.0
вхождение	877.0	1185.0
большой	59244.0	546144.0
прослойка	590.0	879.0
наглеть	175.0	198.0
осторожный	8077.0	28907.0
расстраиваться	995.0	1451.0
дуться	683.0	963.0
тростник	750.0	1986.0
уза	1529.0	2522.0
странник	1253.0	3338.0
утречко	281.0	380.0
превентивный	254.0	315.0
завистливый	1265.0	1705.0
пьяненький	425.0	642.0
росистый	339.0	479.0
основатель	2549.0	4050.0
свечной	365.0	477.0
ящерка	91.0	264.0
ослушаться	542.0	724.0
учить	8534.0	26854.0
горесть	1579.0	3308.0
захотеть	8248.0	23368.0
трусы	1677.0	3524.0
проклятый	4621.0	13783.0
президиум	2195.0	6314.0
помпа	449.0	665.0
ханжа	500.0	743.0
прокипятить	134.0	244.0
насторожить	1343.0	2091.0
метеорит	411.0	1408.0
полукруглый	705.0	1005.0
заповедник	838.0	2211.0
помяться	459.0	614.0
гвоздика	1150.0	1916.0
происхождение	6670.0	17060.0
волнообразный	314.0	412.0
протащить	600.0	723.0
барокко	368.0	741.0
немецкий	10776.0	45208.0
невпопад	770.0	1002.0
диверсионный	259.0	622.0
северо-восток	971.0	1914.0
швыряться	214.0	274.0
петрозаводск	303.0	613.0
фотографирование	374.0	605.0
воспалить	1155.0	1734.0
ввергнуть	556.0	705.0
обуревать	529.0	655.0
прохождение	2088.0	3320.0
топ	642.0	1436.0
обозревать	581.0	769.0
стойкий	3395.0	6818.0
посмеяться	2202.0	3665.0
полюбиться	966.0	1486.0
попрощаться	1734.0	3477.0
застрять	2332.0	4188.0
куна	194.0	625.0
огурчик	540.0	822.0
утечь	646.0	881.0
истреблять	1141.0	1759.0
рассеиваться	858.0	1060.0
отвлечение	605.0	963.0
пикантный	709.0	1002.0
тура	1667.0	4378.0
трясина	621.0	1003.0
исхитриться	179.0	218.0
газануть	69.0	85.0
декольте	313.0	413.0
сковывать	682.0	845.0
невод	436.0	1145.0
поза	3664.0	8870.0
крикливый	1049.0	1555.0
промысел	2967.0	8390.0
пат	215.0	438.0
проходимый	746.0	1097.0
гипноз	754.0	1707.0
отечность	59.0	66.0
предписывать	1267.0	1811.0
развестись	1576.0	2592.0
невежливый	609.0	793.0
сладенький	338.0	421.0
координата	1241.0	2589.0
стирка	936.0	1633.0
кровь	12663.0	64821.0
проталина	200.0	281.0
димин	59.0	134.0
эн	266.0	725.0
держать	15151.0	70646.0
опровержение	1258.0	1973.0
ген	2588.0	12496.0
комбайнер	161.0	303.0
заигрывать	603.0	768.0
удвоить	1253.0	1677.0
навевать	557.0	657.0
подфарник	42.0	54.0
застраховать	1031.0	1642.0
репина	821.0	2322.0
доля	10675.0	25982.0
вплоть	5353.0	9238.0
фельдфебель	471.0	1559.0
хоровод	1069.0	1936.0
сбиться	2469.0	4211.0
броня	1231.0	2666.0
будущее	19376.0	60510.0
прибегнуть	2043.0	3156.0
погремушка	260.0	342.0
плавки	380.0	646.0
увы	6142.0	14149.0
перешагивать	299.0	350.0
тальк	148.0	278.0
снижать	2234.0	2904.0
постольку	774.0	1299.0
подосиновик	91.0	152.0
налегать	578.0	769.0
облачность	310.0	653.0
допеть	189.0	227.0
надвинуть	917.0	1326.0
детонатор	120.0	243.0
сокрушительный	818.0	1092.0
проницательность	788.0	1112.0
заниматься	18520.0	60979.0
выдаться	1358.0	1920.0
инфаркт	934.0	1757.0
идеалистический	508.0	1151.0
любопытно	3620.0	6586.0
головокружение	867.0	1234.0
подгонять	1230.0	1653.0
аграрный	1078.0	2596.0
покидать	4516.0	8984.0
лавочник	915.0	1890.0
затвердеть	421.0	543.0
косыночка	120.0	151.0
чепец	548.0	1295.0
равенство	2498.0	5677.0
порочить	549.0	756.0
потеснить	626.0	754.0
отстраниться	679.0	1022.0
деятельность	17192.0	69091.0
подсказать	2838.0	5445.0
колхозница	347.0	585.0
вырождаться	445.0	556.0
местоположение	998.0	1530.0
регистратор	368.0	728.0
черта	13721.0	66167.0
цикл	3739.0	8337.0
нарвать	506.0	918.0
несгораемый	352.0	535.0
впустую	672.0	905.0
передвинуть	683.0	872.0
проявить	4996.0	9293.0
свидетельница	690.0	1152.0
сровнять	130.0	145.0
секунда	6994.0	24739.0
абстракция	653.0	1377.0
кочевать	1008.0	1696.0
ущербный	463.0	614.0
лежа	2416.0	4160.0
отрицать	4231.0	9624.0
беспартийный	851.0	1769.0
посланник	1758.0	5944.0
жареный	1998.0	3676.0
объезжий	281.0	379.0
спонтанно	283.0	387.0
реалистичный	481.0	576.0
коллективно	358.0	428.0
силища	238.0	284.0
излучина	422.0	634.0
познавать	1341.0	3337.0
подозреваемый	994.0	1888.0
крупа	1681.0	3151.0
морось	104.0	141.0
дискредитация	274.0	362.0
весло	2693.0	7393.0
аппаратура	1857.0	3756.0
оживить	3934.0	7373.0
